ID;C2011_2012;Surface;SurfaceVeg
24644;111;48808;7.886
24644;111;48808;13.263
24644;111;48808;7.140
24644;111;48808;34.164
24644;111;48808;9.830
24644;111;48808;5.749
24644;111;48808;146.007
24644;111;48808;72.443
24644;111;48808;20.239
24644;111;48808;8.764
24644;111;48808;5.278
24644;111;48808;25.476
24644;111;48808;53.965
24644;111;48808;2.951
24644;111;48808;12.435
24644;111;48808;4.774
24644;111;48808;89.923
24644;111;48808;0.691
24644;111;48808;59.267
24644;111;48808;80.063
24644;111;48808;48.464
24644;111;48808;5.057
24644;111;48808;0.110
24644;111;48808;10.322
24644;111;48808;10.582
24644;111;48808;1.502
24644;111;48808;0.603
24644;111;48808;15.188
24644;111;48808;3.808
24644;111;48808;15.713
24644;111;48808;0.194
24644;111;48808;0.071
24644;111;48808;81.587
24644;111;48808;0.369
24644;111;48808;43.309
24644;111;48808;2.280
24644;111;48808;13.492
24644;111;48808;23.879
24644;111;48808;11.250
24644;111;48808;2.629
24644;111;48808;41.655
24644;111;48808;8.277
24644;111;48808;80.165
24644;111;48808;49.174
24644;111;48808;63.398
24644;111;48808;30.773
24644;111;48808;19.929
24644;111;48808;21.859
24644;111;48808;44.173
24644;111;48808;2.605
24644;111;48808;25.700
24644;111;48808;114.869
24644;111;48808;135.230
24644;111;48808;15.500
24644;111;48808;9.824
24644;111;48808;144.744
24644;111;48808;21.941
24644;111;48808;18.527
24644;111;48808;35.704
24644;111;48808;3.702
24644;111;48808;29.003
24644;111;48808;7.486
24644;111;48808;37.542
24644;111;48808;7.309
24644;111;48808;17.911
24644;111;48808;28.083
24644;111;48808;0.895
24644;111;48808;15.788
24644;111;48808;0.155
24644;111;48808;92.706
24644;111;48808;1.172
24644;111;48808;5.469
24644;111;48808;3.537
24644;111;48808;44.131
24644;111;48808;5.336
24644;111;48808;151.156
24644;111;48808;59.394
24644;111;48808;137.103
24644;111;48808;493.255
24644;111;48808;59.967
24644;111;48808;2.991
24644;111;48808;35.072
24644;111;48808;50.593
24644;111;48808;6.361
24644;111;48808;1.347
24644;111;48808;50.571
24644;111;48808;35.442
24644;111;48808;52.764
24644;111;48808;207.718
24644;111;48808;419.949
24644;111;48808;0.007
24644;111;48808;2.690
