ID;C2011_2012;LIB_2012;C2012_NIV2;LIB2012_N2;C2012_NIV1;LIB2012_N1;SURFACE_M2;SURFACE_HA;PERIMETRE;SOURCE2012;FIAB_2012;Surface;Forbois;Ripi;Area;Align_haie;NUM_COMMUN;NOM_COMMUN;Niv1;Niv2;NivFinal;SourceID;Surface_2
26147;111;Habitat continu (centre ancien, centre ville);11;Habitat;1;Territoires artificialis?s;13840,7118;1,3841;681,3;BD ORTHO 2011;90;13841;0;0;124,456;0;119;Eckwersheim;1;13;134;6;14,442
26147;111;Habitat continu (centre ancien, centre ville);11;Habitat;1;Territoires artificialis?s;13840,7118;1,3841;681,3;BD ORTHO 2011;90;13841;0;0;124,456;0;119;Eckwersheim;1;13;134;6;23,187
26147;111;Habitat continu (centre ancien, centre ville);11;Habitat;1;Territoires artificialis?s;13840,7118;1,3841;681,3;BD ORTHO 2011;90;13841;0;0;124,456;0;119;Eckwersheim;1;13;134;6;7,125
26147;111;Habitat continu (centre ancien, centre ville);11;Habitat;1;Territoires artificialis?s;13840,7118;1,3841;681,3;BD ORTHO 2011;90;13841;0;0;124,456;0;119;Eckwersheim;1;13;134;6;367,666
26147;111;Habitat continu (centre ancien, centre ville);11;Habitat;1;Territoires artificialis?s;13840,7118;1,3841;681,3;BD ORTHO 2011;90;13841;0;0;124,456;0;119;Eckwersheim;1;13;134;6;7,471
26147;111;Habitat continu (centre ancien, centre ville);11;Habitat;1;Territoires artificialis?s;13840,7118;1,3841;681,3;BD ORTHO 2011;90;13841;0;0;124,456;0;119;Eckwersheim;1;13;134;6;6,317
26147;111;Habitat continu (centre ancien, centre ville);11;Habitat;1;Territoires artificialis?s;13840,7118;1,3841;681,3;BD ORTHO 2011;90;13841;0;0;124,456;0;119;Eckwersheim;1;13;134;6;356,042
26147;111;Habitat continu (centre ancien, centre ville);11;Habitat;1;Territoires artificialis?s;13840,7118;1,3841;681,3;BD ORTHO 2011;90;13841;0;0;124,456;0;119;Eckwersheim;1;13;134;6;23,095
26147;111;Habitat continu (centre ancien, centre ville);11;Habitat;1;Territoires artificialis?s;13840,7118;1,3841;681,3;BD ORTHO 2011;90;13841;0;0;124,456;0;119;Eckwersheim;1;13;134;6;3,979
26147;111;Habitat continu (centre ancien, centre ville);11;Habitat;1;Territoires artificialis?s;13840,7118;1,3841;681,3;BD ORTHO 2011;90;13841;0;0;124,456;0;119;Eckwersheim;1;13;134;6;5,548
