ID;C2011_2012.C.8;Surface;SurfaceVeg
33336;125;10013;6.762
33336;125;10013;13.654
33336;125;10013;141.006
33336;125;10013;4.002
33336;125;10013;20.584
33336;125;10013;13.281
33336;125;10013;37.722
33336;125;10013;95.244
33336;125;10013;30.809
33336;125;10013;1.137
33336;125;10013;7.208
33336;125;10013;3.778
33336;125;10013;131.543
33336;125;10013;27.488
33336;125;10013;43.067
33336;125;10013;244.387
33336;125;10013;94.05
33336;125;10013;66.181
33336;125;10013;3.113
33336;125;10013;20.371
33336;125;10013;8.129
33336;125;10013;3.532
33336;125;10013;96.926
33336;125;10013;11.158
33336;125;10013;0.344
33336;125;10013;26.883
33346;121;5082;13.23
33346;121;5082;6.281
33346;121;5082;45.742
33346;121;5082;52.723
33346;121;5082;9.032
33346;121;5082;163.138
33346;121;5082;17.094
33346;121;5082;6.615
33346;121;5082;58.104
33346;121;5082;21.708
33346;121;5082;44.614
33346;121;5082;3.523
33346;121;5082;19.203
33346;121;5082;10.618
33346;121;5082;12.918
33346;121;5082;47.027
33346;121;5082;146.658
33346;121;5082;624.556
33346;121;5082;57.59
33346;121;5082;8.293
33346;121;5082;1.181
33346;121;5082;0.043
33346;121;5082;194.526
33346;121;5082;46.222
33346;121;5082;637.396
33346;121;5082;61.581
33326;121;8293;17.403
33326;121;8293;28.08
33326;121;8293;74.93
33326;121;8293;8.739
33326;121;8293;33.248
33326;121;8293;24.789
33326;121;8293;45.02
33326;121;8293;12.784
33326;121;8293;23.071
33326;121;8293;0.055
33326;121;8293;0.461
33326;121;8293;133.277
33326;121;8293;49.02
33326;121;8293;62.375
33326;121;8293;385.933
33326;121;8293;11.978
33326;121;8293;850.632
33326;121;8293;28.229
33326;121;8293;43.407
33326;121;8293;28.847
33326;121;8293;402.212
33326;121;8293;394.99
33326;121;8293;35.198
33326;121;8293;41.125
33326;121;8293;24.122
33326;121;8293;43.573
33326;121;8293;45.381
33160;121;7717;37.095
33160;121;7717;21.508
33160;121;7717;27.467
33160;121;7717;5.252
33160;121;7717;15.386
33160;121;7717;9.001
33160;121;7717;73.535
33160;121;7717;134.357
33160;121;7717;65.357
33160;121;7717;8.551
33160;121;7717;34.749
33160;121;7717;0.006
33160;121;7717;22.922
33160;121;7717;36.894
33160;121;7717;20.584
33160;121;7717;7.054
33160;121;7717;86.661
33160;121;7717;49.369
33160;121;7717;29.646
33160;121;7717;59.742
33160;121;7717;41.424
33160;121;7717;9.237
33160;121;7717;143.153
33160;121;7717;20.096
33160;121;7717;17.442
33160;121;7717;5.016
33160;121;7717;7.326
33160;121;7717;54.752
33160;121;7717;37.214
33160;121;7717;85.76
33160;121;7717;14.712
33160;121;7717;26.407
33160;121;7717;8.607
33160;121;7717;19.466
33160;121;7717;6.405
32901;125;8404;11.251
32901;125;8404;38.141
32901;125;8404;23.37
32901;125;8404;4.244
32901;125;8404;128.585
32901;125;8404;0.028
32901;125;8404;24.928
32901;125;8404;16.476
32901;125;8404;4.193
32901;125;8404;8.819
32901;125;8404;17.311
32901;125;8404;53.97
32901;125;8404;86.731
32901;125;8404;112.137
32901;125;8404;40.169
32901;125;8404;182.079
32901;125;8404;222.007
32901;125;8404;85.927
32901;125;8404;600.393
32901;125;8404;4.979
32901;125;8404;36.856
32901;125;8404;7.993
32901;125;8404;34.88
32901;125;8404;94.503
32901;125;8404;65.313
32901;125;8404;77.492
32901;125;8404;8.195
32901;125;8404;43.507
32901;125;8404;34.847
32901;125;8404;13.363
32901;125;8404;23.225
32901;125;8404;20.12
32901;125;8404;126.331
32901;125;8404;13.235
32901;125;8404;320.052
32901;125;8404;546.033
32901;125;8404;351.097
32901;125;8404;76.469
32901;125;8404;12.802
32901;125;8404;129.726
32901;125;8404;260.009
32901;125;8404;80.526
32901;125;8404;0.883
32839;123;9333;80.078
32839;123;9333;26.985
32839;123;9333;23.337
32839;123;9333;82.626
32839;123;9333;35.736
32839;123;9333;241.252
32839;123;9333;8.257
32839;123;9333;13.058
32839;123;9333;6.277
32839;123;9333;6.163
32839;123;9333;171.89
32839;123;9333;12.876
32839;123;9333;55.887
32839;123;9333;12.732
32839;123;9333;15.511
32839;123;9333;14.94
32839;123;9333;2.959
32839;123;9333;22.841
32839;123;9333;0.122
32839;123;9333;26.599
32839;123;9333;229.027
32839;123;9333;855.199
32839;123;9333;127.716
32839;123;9333;974.33
32839;123;9333;1.136
32839;123;9333;8.29
32839;123;9333;41.846
32839;123;9333;4.223
32839;123;9333;8.553
32839;123;9333;34.631
32839;123;9333;14.993
32839;123;9333;2.146
32839;123;9333;6.395
32839;123;9333;32.865
32839;123;9333;782.849
32839;123;9333;820.628
32839;123;9333;663.945
32839;123;9333;6.016
32635;125;37341;0.225
32635;125;37341;7.832
32635;125;37341;16.472
32635;125;37341;10.789
32635;125;37341;103.036
32635;125;37341;99.855
32635;125;37341;6.017
32635;125;37341;11.579
32635;125;37341;9.834
32635;125;37341;86.516
32635;125;37341;21.078
32635;125;37341;13.991
32635;125;37341;19.047
32635;125;37341;34.386
32635;125;37341;97.521
32635;125;37341;4.634
32635;125;37341;4.884
32635;125;37341;4.807
32635;125;37341;9.507
32635;125;37341;23.607
32635;125;37341;13.111
32635;125;37341;234.417
32635;125;37341;10.147
32635;125;37341;85.183
32635;125;37341;2.45
32635;125;37341;41.477
32635;125;37341;15.09
32635;125;37341;24.733
32635;125;37341;8
32635;125;37341;16.882
32635;125;37341;210.634
32635;125;37341;39.946
32635;125;37341;18.573
32635;125;37341;15.614
32635;125;37341;21.979
32635;125;37341;31.577
32635;125;37341;61.692
32635;125;37341;26.071
32635;125;37341;19.17
32635;125;37341;9.105
32635;125;37341;43.163
32635;125;37341;57.162
32635;125;37341;46.152
32635;125;37341;3.902
32635;125;37341;78.428
32635;125;37341;11.165
32635;125;37341;77.348
32635;125;37341;0.323
32635;125;37341;12.446
32635;125;37341;339.286
32635;125;37341;208.843
32635;125;37341;42.885
32635;125;37341;5.209
32635;125;37341;5.633
32635;125;37341;20.499
32635;125;37341;166.119
32635;125;37341;3.706
32635;125;37341;95.485
32635;125;37341;14.853
32635;125;37341;125.671
32635;125;37341;15.224
32635;125;37341;110.195
32635;125;37341;9.387
32635;125;37341;128.036
32635;125;37341;38.153
32635;125;37341;65.981
32635;125;37341;41.707
32635;125;37341;15.744
32635;125;37341;98.878
32635;125;37341;16.436
32635;125;37341;14.38
32635;125;37341;15.698
32635;125;37341;6.562
32635;125;37341;10.93
32635;125;37341;10.82
32635;125;37341;12.536
32635;125;37341;1.871
32635;125;37341;51.12
32635;125;37341;136.692
32635;125;37341;12.511
32635;125;37341;11.609
32635;125;37341;9.522
32635;125;37341;9.653
32635;125;37341;9.929
32635;125;37341;18.915
32635;125;37341;9.516
32635;125;37341;9.321
32635;125;37341;11.038
32635;125;37341;5.586
32635;125;37341;8.073
32635;125;37341;10.406
32635;125;37341;0.078
32635;125;37341;4.837
32635;125;37341;0.486
32635;125;37341;11.517
32635;125;37341;2.753
32635;125;37341;51.375
32635;125;37341;15.481
32635;125;37341;13.883
32635;125;37341;35.882
32635;125;37341;23.277
32635;125;37341;29.393
32635;125;37341;18.023
32635;125;37341;57.986
32635;125;37341;37.941
32635;125;37341;13.253
32635;125;37341;36.024
32635;125;37341;24.42
32635;125;37341;7.235
32635;125;37341;26.547
32635;125;37341;17.39
32635;125;37341;18.316
32635;125;37341;24.087
32635;125;37341;2.206
32635;125;37341;7.785
32635;125;37341;2.372
32635;125;37341;6.835
32635;125;37341;16.094
32635;125;37341;51.575
32635;125;37341;170.458
32635;125;37341;6.423
32635;125;37341;26.541
32635;125;37341;159.477
32635;125;37341;5.913
32635;125;37341;8.373
32635;125;37341;9.804
32635;125;37341;37.348
32635;125;37341;16.674
32635;125;37341;20.002
32635;125;37341;0.002
32635;125;37341;7.675
32635;125;37341;48.458
32728;125;15542;27.984
32728;125;15542;80.038
32728;125;15542;51.02
32728;125;15542;1.566
32728;125;15542;18.504
32728;125;15542;10.481
32728;125;15542;12.715
32728;125;15542;19.777
32728;125;15542;53.816
32728;125;15542;4.126
32728;125;15542;11.278
32728;125;15542;0.031
32728;125;15542;5.786
32728;125;15542;22.031
32728;125;15542;277.245
32728;125;15542;54.775
32728;125;15542;71.727
32728;125;15542;34.284
32728;125;15542;143.878
32728;125;15542;3.423
32728;125;15542;8.873
32728;125;15542;10.395
32728;125;15542;7.942
32728;125;15542;3.623
32728;125;15542;10.238
32728;125;15542;4.717
32728;125;15542;1.766
32728;125;15542;4.963
32728;125;15542;10.089
32728;125;15542;0.237
32728;125;15542;4.385
32728;125;15542;13.221
32728;125;15542;7.334
32728;125;15542;3.06
32728;125;15542;7.651
32728;125;15542;11.647
32728;125;15542;12.245
32728;125;15542;10.515
32728;125;15542;8.148
32728;125;15542;1.085
32728;125;15542;10.919
32728;125;15542;10.651
32728;125;15542;9.974
32728;125;15542;38.913
32728;125;15542;7.679
32728;125;15542;12.137
32728;125;15542;218.522
32728;125;15542;10.213
32728;125;15542;47.094
32728;125;15542;49.567
32728;125;15542;74.807
32728;125;15542;14.422
32728;125;15542;92.881
32728;125;15542;61.502
32728;125;15542;10.137
32728;125;15542;10.452
32728;125;15542;12.587
32728;125;15542;48.063
32728;125;15542;135.231
32728;125;15542;1.07
32728;125;15542;28.048
32728;125;15542;6.29
32728;125;15542;29.851
32728;125;15542;105.139
32728;125;15542;79.127
32728;125;15542;36.557
32728;125;15542;24.745
32728;125;15542;68.854
32728;125;15542;25.908
32728;125;15542;24.603
32728;125;15542;9.182
32728;125;15542;20.167
32728;125;15542;8.744
32728;125;15542;9.916
32728;125;15542;1.076
32728;125;15542;7.786
32728;125;15542;2.414
32728;125;15542;11.541
32728;125;15542;8.827
32728;125;15542;120.915
32728;125;15542;102.012
32728;125;15542;30.224
32728;125;15542;13.894
32728;125;15542;20.194
32728;125;15542;68.739
32728;125;15542;58.319
32728;125;15542;233.917
32728;125;15542;1.689
32728;125;15542;136.927
32728;125;15542;3.234
32627;125;29736;8.172
32627;125;29736;9.492
32627;125;29736;97.725
32627;125;29736;18.813
32627;125;29736;304.997
32627;125;29736;11.845
32627;125;29736;173.971
32627;125;29736;149.006
32627;125;29736;169.162
32627;125;29736;206.868
32627;125;29736;36.577
32627;125;29736;128.1
32627;125;29736;29.774
32627;125;29736;5.656
32627;125;29736;80.961
32627;125;29736;181.029
32627;125;29736;112.863
32627;125;29736;30.467
32627;125;29736;72.538
32627;125;29736;26.343
32627;125;29736;288.144
32627;125;29736;0.318
32627;125;29736;19.206
32627;125;29736;125.961
32627;125;29736;4.534
32627;125;29736;17.081
32627;125;29736;0.005
32627;125;29736;5.059
32627;125;29736;354.498
32627;125;29736;314.736
32627;125;29736;22.457
32627;125;29736;55.777
32627;125;29736;14.471
32627;125;29736;111.392
32627;125;29736;23.804
32627;125;29736;25.535
32627;125;29736;287.042
32627;125;29736;103.758
32627;125;29736;12.009
32627;125;29736;26.169
32627;125;29736;13.968
32627;125;29736;12.915
32627;125;29736;25.391
32627;125;29736;180.759
32627;125;29736;23.489
32627;125;29736;16.072
32627;125;29736;47.876
32627;125;29736;16.529
32627;125;29736;15.611
32627;125;29736;802.586
32627;125;29736;6.318
32627;125;29736;102.598
32627;125;29736;8.967
32627;125;29736;117.919
32627;125;29736;343.009
32627;125;29736;0.036
32627;125;29736;125.661
32627;125;29736;17.454
32627;125;29736;401.913
32627;125;29736;44.837
32627;125;29736;40.384
32627;125;29736;140.357
32627;125;29736;21.026
32627;125;29736;50.594
32627;125;29736;57.15
32627;125;29736;34.813
32627;125;29736;120.198
32627;125;29736;105.895
32627;125;29736;68.607
32627;125;29736;59.65
32627;125;29736;1156.06
32627;125;29736;129.77
32627;125;29736;9.68
32627;125;29736;4.654
32627;125;29736;234.788
32627;125;29736;158.375
32627;125;29736;307.781
32627;125;29736;681.489
32627;125;29736;14.187
32627;125;29736;5.363
32627;125;29736;46.279
32627;125;29736;0.018
32627;125;29736;54.273
32627;125;29736;91.588
32627;125;29736;1.027
32627;125;29736;13.553
32627;125;29736;3.298
32627;125;29736;2355.676
32627;125;29736;22.11
32627;125;29736;437.149
32627;125;29736;4.75
32627;125;29736;339.84
32627;125;29736;4.113
32627;125;29736;21.155
32627;125;29736;29.888
32627;125;29736;28.524
32627;125;29736;138.678
32627;125;29736;50.281
32627;125;29736;175.269
32627;125;29736;45.723
32627;125;29736;407.983
32627;125;29736;1312.46
32627;125;29736;0.458
32627;125;29736;14.772
32627;125;29736;0.084
32627;125;29736;196.077
32627;125;29736;22.748
32627;125;29736;33.341
32627;125;29736;281.042
32627;125;29736;9.471
32690;123;5126;333.651
32690;123;5126;130.515
32690;123;5126;0.565
32690;123;5126;21.651
32690;123;5126;29.124
32690;123;5126;28.396
32690;123;5126;13.943
32690;123;5126;11.448
32690;123;5126;104.971
32690;123;5126;52.099
32658;121;7285;55.269
32658;121;7285;79.151
32658;121;7285;74.458
32658;121;7285;10.077
32658;121;7285;49.091
32658;121;7285;2.335
32658;121;7285;1.665
32658;121;7285;274.184
32658;121;7285;70.461
32658;121;7285;19.888
32658;121;7285;75.584
32658;121;7285;7.235
32658;121;7285;32.788
32658;121;7285;0.362
32658;121;7285;37.599
32658;121;7285;26.73
32658;121;7285;132.452
32658;121;7285;1.664
32658;121;7285;145.652
32658;121;7285;6.725
32658;121;7285;36.58
32658;121;7285;88.719
32658;121;7285;10.19
32658;121;7285;136.066
32658;121;7285;95.294
32395;121;12025;25.132
32395;121;12025;110.889
32395;121;12025;21.018
32395;121;12025;117.309
32395;121;12025;31.979
32395;121;12025;2.825
32395;121;12025;18.254
32395;121;12025;23.441
32395;121;12025;45.002
32395;121;12025;10.583
32395;121;12025;18.759
32395;121;12025;23.3
32395;121;12025;5.277
32395;121;12025;21.196
32395;121;12025;13.557
32395;121;12025;10.021
32395;121;12025;74.291
32395;121;12025;16.184
32395;121;12025;28.619
32395;121;12025;39.511
32395;121;12025;363.222
32395;121;12025;212.143
32395;121;12025;91.353
32395;121;12025;8.623
32395;121;12025;2.656
32395;121;12025;48.107
32395;121;12025;12.687
32395;121;12025;11.859
32395;121;12025;85.944
32395;121;12025;95.576
32395;121;12025;116.75
32395;121;12025;14.494
32395;121;12025;3.754
32395;121;12025;599.171
32395;121;12025;9.592
32395;121;12025;171.545
32395;121;12025;26.202
32395;121;12025;19.936
32395;121;12025;124.684
32395;121;12025;125.343
32395;121;12025;12.166
32395;121;12025;314.904
32395;121;12025;129.82
32395;121;12025;1250.161
32394;125;7672;10.205
32394;125;7672;19.471
32394;125;7672;0.985
32394;125;7672;6.255
32394;125;7672;7.871
32394;125;7672;7.607
32394;125;7672;67.881
32394;125;7672;0.595
32394;125;7672;18.61
32394;125;7672;51.851
32394;125;7672;0.539
32394;125;7672;30.637
32394;125;7672;17.277
32394;125;7672;994.141
32394;125;7672;410.713
32394;125;7672;201.615
32394;125;7672;819.159
32394;125;7672;28.637
32394;125;7672;255.19
32394;125;7672;18.644
32394;125;7672;42.223
32394;125;7672;298.32
32394;125;7672;338.208
32394;125;7672;685.052
32394;125;7672;362.175
32394;125;7672;155.783
32394;125;7672;51.055
32394;125;7672;116.878
32394;125;7672;436.349
32394;125;7672;1.686
32394;125;7672;75.093
32394;125;7672;124.549
32394;125;7672;42.023
32394;125;7672;0.237
32394;125;7672;5.583
32394;125;7672;151.036
35163;125;5786;32.961
35163;125;5786;27.733
35163;125;5786;15.122
35163;125;5786;19.459
35163;125;5786;14.695
35163;125;5786;159.991
35163;125;5786;5.949
35163;125;5786;7.956
35163;125;5786;67.455
35163;125;5786;177.961
35163;125;5786;27.344
35163;125;5786;51.472
35163;125;5786;71.454
35163;125;5786;37.393
35163;125;5786;8.192
35163;125;5786;24.842
35163;125;5786;17.934
35163;125;5786;4.405
35163;125;5786;3.91
35163;125;5786;43.136
35163;125;5786;27.275
35163;125;5786;3.853
35163;125;5786;81.789
35163;125;5786;22.215
35163;125;5786;45.353
35163;125;5786;191.656
35183;121;6256;5.411
35183;121;6256;1.535
35183;121;6256;118.265
35183;121;6256;11.992
35183;121;6256;70.945
35183;121;6256;30.758
35183;121;6256;65.182
35183;121;6256;8.664
35183;121;6256;21.399
35183;121;6256;86.571
35183;121;6256;7.875
35183;121;6256;3.797
35183;121;6256;6.132
35183;121;6256;165.977
35183;121;6256;33.57
35183;121;6256;5.089
35183;121;6256;3.958
35183;121;6256;5.475
35183;121;6256;179.197
35183;121;6256;89.78
35183;121;6256;34.673
35183;121;6256;98.193
35183;121;6256;1.693
35183;121;6256;127.454
35183;121;6256;9.569
35183;121;6256;8.545
35183;121;6256;3.754
35183;121;6256;7.253
35183;121;6256;31.704
35255;121;30393;20.991
35255;121;30393;7.071
35255;121;30393;29.805
35255;121;30393;2.418
35255;121;30393;42.692
35255;121;30393;23.632
35255;121;30393;10.201
