fid;ID;C2011_2012;LIB_2012.;C2012_NIV2;LIB2012_N2;C2012_NIV1;LIB2012_N1;SURFACE_M2;SURFACE_HA;PERIMETRE;SOURCE2012;FIAB_2012;Surface;Forbois;Ripi;Area;Align_haie;NUM_COMMUN;NOM_COMMUN;Niv1;Niv2;NivFinal;SourceID;SurfaceVeg
120;30584;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;42833.7038;4.2834;1550.85;BD ORTHO 2011;75;42837;0;0;119623;0;482;Strasbourg;1;13;134;6;6471.739
120;30584;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;42833.7038;4.2834;1550.85;BD ORTHO 2011;75;42837;0;0;119623;0;482;Strasbourg;1;13;134;6;3691.484
120;30584;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;42833.7038;4.2834;1550.85;BD ORTHO 2011;75;42837;0;0;119623;0;482;Strasbourg;1;13;134;6;509.25
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;14.5519;0;482;Strasbourg;1;13;134;6;9.833
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;10.0961;0;482;Strasbourg;1;13;134;6;5.618
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;3.63059;0;482;Strasbourg;1;13;134;6;3.816
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;117.59;0;482;Strasbourg;1;13;134;6;10.069
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;67.4642;0;482;Strasbourg;1;13;134;6;61.353
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;5.16211;0;482;Strasbourg;1;13;134;6;0.168
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;9.76427;0;482;Strasbourg;1;13;134;6;8.617
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;293.437;0;482;Strasbourg;1;13;134;6;271.834
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;21.0814;0;482;Strasbourg;1;12;124;4;20.468
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;41.4581;0;482;Strasbourg;1;12;124;4;41.873
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;44.7001;0;482;Strasbourg;1;13;134;6;44.413
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;270.767;0;482;Strasbourg;1;13;134;6;13.317
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;270.767;0;482;Strasbourg;1;13;134;6;22.94
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;270.767;0;482;Strasbourg;1;13;134;6;227.538
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;144.453;0;482;Strasbourg;1;13;134;6;50.961
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;144.453;0;482;Strasbourg;1;13;134;6;91.473
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;82.3788;0;482;Strasbourg;1;13;134;6;40.13
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;82.3788;0;482;Strasbourg;1;13;134;6;8.427
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;7.51563;0;482;Strasbourg;1;13;134;6;8.397
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;41;0;482;Strasbourg;1;12;124;4;40.913
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;14.448;0;482;Strasbourg;1;13;134;6;12.833
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;15.3847;0;482;Strasbourg;1;13;134;6;14.039
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;10.9776;0;482;Strasbourg;1;13;134;6;10.978
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;368.72;0;482;Strasbourg;1;12;123;4;371.866
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;9;0;482;Strasbourg;1;12;124;4;9.017
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;199.161;0;482;Strasbourg;1;13;134;6;196.669
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;1321.17;0;482;Strasbourg;1;13;134;6;1021.094
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;6.96085;0;482;Strasbourg;1;13;134;6;7.086
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;19.6368;0;482;Strasbourg;1;13;134;6;8.205
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;19.6368;0;482;Strasbourg;1;13;134;6;3.868
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;58.2386;0;482;Strasbourg;1;13;134;6;47.903
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;58.2386;0;482;Strasbourg;1;13;134;6;8.019
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;13221.7;0;482;Strasbourg;1;13;134;6;542.939
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;13221.7;0;482;Strasbourg;1;13;134;6;160.468
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;13221.7;0;482;Strasbourg;1;13;134;6;84.344
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;13221.7;0;482;Strasbourg;1;13;134;6;78.404
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;231.106;0;482;Strasbourg;1;13;134;6;222.39
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;231.106;0;482;Strasbourg;1;13;134;6;1.958
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;1;0;29307.9;0;482;Strasbourg;1;12;121;4;1038.188
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;1;0;29307.9;0;482;Strasbourg;1;12;121;4;22.861
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;1;0;29307.9;0;482;Strasbourg;1;12;121;4;539.011
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;1;0;116959;0;482;Strasbourg;1;12;121;4;860.495
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;1;0;116959;0;482;Strasbourg;1;12;121;4;199.169
122;30614;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;13674.6696;1.3675;741.29;BD ORTHO 2011;75;13676;0;0;13221.7;0;482;Strasbourg;1;13;134;6;8.948
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;8;0;482;Strasbourg;1;12;124;4;3.082
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;28.2094;0;482;Strasbourg;1;12;124;4;29.703
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;8;0;482;Strasbourg;1;12;124;4;2.534
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;12.5177;0;482;Strasbourg;1;12;124;4;11.955
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;6.66556;0;482;Strasbourg;1;12;124;4;6.666
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;8;0;482;Strasbourg;1;12;124;4;8.879
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;480.662;0;482;Strasbourg;1;13;134;6;1.044
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;8.38876;0;482;Strasbourg;1;13;134;6;8.211
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;10.5373;0;482;Strasbourg;1;13;134;6;11.079
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;10.5373;0;482;Strasbourg;1;13;134;6;0.088
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;12.6839;0;482;Strasbourg;1;13;134;6;12.685
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;1;0;14617.4;0;482;Strasbourg;1;12;121;4;7.24
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;1;0;14617.4;0;482;Strasbourg;1;12;121;4;707.44
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;1;0;14617.4;0;482;Strasbourg;1;12;121;4;158.224
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;1;0;14617.4;0;482;Strasbourg;1;12;121;4;60.846
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;1;0;14617.4;0;482;Strasbourg;1;12;121;4;19.067
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;9312.31;0;482;Strasbourg;1;13;134;6;50.433
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;9312.31;0;482;Strasbourg;1;13;134;6;684.844
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;9312.31;0;482;Strasbourg;1;13;134;6;5119.495
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;9312.31;0;482;Strasbourg;1;13;134;6;373.713
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;9312.31;0;482;Strasbourg;1;13;134;6;37.934
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;1;0;8067.63;0;482;Strasbourg;1;12;121;4;348.685
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;1;0;8067.63;0;482;Strasbourg;1;12;121;4;24.022
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;1;0;8067.63;0;482;Strasbourg;1;12;121;4;43.069
114;30005;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;9568.8144;0.9569;434.47;BD ORTHO 2011;75;9570;0;0;9312.31;0;482;Strasbourg;1;13;134;6;9.288
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;16.6818;0;482;Strasbourg;1;13;134;6;0.162
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;27.9186;0;482;Strasbourg;1;12;124;4;25.624
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;1;0;2538;0;482;Strasbourg;1;12;122;4;238.481
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;8.52755;0;482;Strasbourg;1;12;124;4;8.655
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;618.853;1;482;Strasbourg;1;12;122;4;104.912
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;20.2855;0;482;Strasbourg;1;12;124;4;19.501
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;1150.82;0;482;Strasbourg;1;13;134;6;104.911
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;1150.82;0;482;Strasbourg;1;13;134;6;40.56
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;406.144;0;482;Strasbourg;1;12;123;4;302.436
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;72.5453;0;482;Strasbourg;1;12;124;4;38.415
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;19;0;482;Strasbourg;1;12;124;4;18.251
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;2338.19;0;482;Strasbourg;1;13;134;6;1017.447
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;2338.19;0;482;Strasbourg;1;13;134;6;175.128
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;2338.19;0;482;Strasbourg;1;13;134;6;312.555
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;2338.19;0;482;Strasbourg;1;13;134;6;796.36
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;14;0;482;Strasbourg;1;12;124;4;0.163
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;145.49;0;482;Strasbourg;1;12;124;4;134.638
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;6.46929;0;482;Strasbourg;1;12;124;4;6.573
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;1057.32;0;482;Strasbourg;1;13;134;6;22.114
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;1057.32;0;482;Strasbourg;1;13;134;6;74.7
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;1057.32;0;482;Strasbourg;1;13;134;6;134.523
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;86.2191;0;482;Strasbourg;1;13;134;6;85.209
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;11;0;482;Strasbourg;1;12;124;4;10.501
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;22.0489;0;482;Strasbourg;1;12;124;4;22.595
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;109.531;0;482;Strasbourg;1;13;134;6;95.419
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;28.7149;0;482;Strasbourg;1;12;124;4;24.223
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;10;0;482;Strasbourg;1;12;124;4;10.001
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;46.868;0;482;Strasbourg;1;13;132;6;46.859
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;10;0;482;Strasbourg;1;12;124;4;10.001
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;673.065;0;482;Strasbourg;1;13;134;6;657.823
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;8;0;482;Strasbourg;1;12;124;4;7.751
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;8.11279;0;482;Strasbourg;1;13;134;6;8.057
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;76.9734;0;482;Strasbourg;1;13;132;6;58.712
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;76.9734;0;482;Strasbourg;1;13;132;6;18.87
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;6.96167;0;482;Strasbourg;1;13;134;6;6.203
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;19.4733;0;482;Strasbourg;1;13;134;6;21.617
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;23.7571;0;482;Strasbourg;1;13;134;6;22.844
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;4.663;0;482;Strasbourg;1;13;134;6;4.458
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;42.7759;0;482;Strasbourg;1;13;134;6;41.659
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;87.9227;0;482;Strasbourg;1;12;124;4;25.58
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;87.9227;0;482;Strasbourg;1;12;124;4;0.113
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;6.26442;0;482;Strasbourg;1;13;134;6;6.28
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;91.3218;0;482;Strasbourg;1;12;124;4;16.466
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;63.9451;0;482;Strasbourg;1;13;134;6;33.667
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;106.815;0;482;Strasbourg;1;12;124;4;37.536
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;72.5285;0;482;Strasbourg;1;12;124;4;6.845
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;11.3397;0;482;Strasbourg;1;13;134;6;9.686
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;102.019;0;482;Strasbourg;1;12;124;4;21.147
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;5.703;0;482;Strasbourg;1;13;134;6;4.407
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;985.31;0;482;Strasbourg;1;13;134;6;1.752
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;985.31;0;482;Strasbourg;1;13;134;6;2.327
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;112.588;0;482;Strasbourg;1;12;124;4;21.194
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;7.85939;0;482;Strasbourg;1;13;134;6;6.469
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;79.0418;0;482;Strasbourg;1;12;124;4;13.285
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;44.244;0;482;Strasbourg;1;13;134;6;17.106
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;5378.82;0;482;Strasbourg;1;13;134;6;360.035
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;5378.82;0;482;Strasbourg;1;13;134;6;36.438
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;5378.82;0;482;Strasbourg;1;13;134;6;622.046
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;5378.82;0;482;Strasbourg;1;13;134;6;349.393
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;1;618.853;1;482;Strasbourg;1;12;122;4;35.513
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;1;618.853;1;482;Strasbourg;1;12;122;4;141.905
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;1150.82;0;482;Strasbourg;1;13;134;6;505.127
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;0;1150.82;0;482;Strasbourg;1;13;134;6;48.714
112;29799;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;18742.0449;1.8742;762.11;BD ORTHO 2011;75;18743;0;1;406.144;0;482;Strasbourg;1;12;123;4;102.499
102;29383;152;Autres espaces libres;15;Espaces libres;1;Territoires artificialis?s;82920.2456;8.292;1953.34;BD ORTHO 2011;75;81462;0;0;40.8997;0;482;Strasbourg;1;13;134;6;40.903
